Atom1,Atom2,Atom3,x1,y1,z1,x2,y2,z2,x3,y3,z3,Energy
1,1,8,2.9402515917357688,2.1704777996858775,3.7726852473353216,1.7137106435289795,0.8242975577531569,0.8019741367532762,2.5964210174220974,3.052867921458638,4.8962908398811305,7.267305784083569
1,1,8,3.3824567348396455,2.7514773976790003,2.958011265465539,3.6339088094944567,3.0691212055488055,4.529537206540969,3.4255767876631578,2.5349760358664137,1.7052852784764032,5.696749925498922
1,1,8,4.1519214660866695,0.6602702706509556,3.3643089052858515,4.377497162311481,4.223679209434579,4.210187964341888,4.35183529560629,1.2151300128721532,1.9399048560505328,7.6314962145638425
1,1,8,2.453572077607617,2.615353488660742,2.7520115864814905,2.204145239573101,3.059475115458146,0.4325080971514711,4.4287148012932365,0.028421963979630704,3.5289515484496183,10.894693639268743
1,1,8,0.8252506779666485,2.4919147697844113,4.123187980801556,0.7066733316382506,0.3518905209080464,4.561199273806556,3.0093095477597123,3.3031437793487,1.005949767437519,10.898024946433942
1,1,8,1.8673290244808944,1.1905117928390418,0.6803630493925106,4.651516358522533,4.1211973539378395,0.8354886855753407,2.212609248588774,4.605690856491398,0.11528392949218924,10.518709757475191
1,1,8,4.944092998516178,3.7775370065773966,2.7355110200572614,4.559881807465473,3.8424635921793944,2.9762942419184,2.8132793491935484,3.6436109645037056,3.3957128851319993,17.022626451446673
1,1,8,4.249308055182843,0.756508555093845,0.4543855382768791,3.673033167012216,4.59829172839419,3.8371765014328836,2.9431350689656384,0.31058331820245644,3.262755209282325,10.877628426162712
1,1,8,2.7209022104888896,1.7993319933407004,4.7185947918677655,2.708058625860237,3.9836112078302213,1.9585518351889535,1.9102908021117193,3.7889716417849324,1.9139113911553545,6.74410657925152
1,1,8,4.209365811959424,3.395394935496829,1.4485017056909655,1.2231031806090098,4.634246031992836,1.0225376358330207,2.613984191591221,1.938504812512127,1.4779111509879423,9.796664090910678
1,1,8,1.2293224590254392,3.6389111168941106,2.9404373163798043,2.5816509535552483,0.17531278636551462,2.867902647849501,0.21699976244552388,2.830447030306129,4.452156135194159,9.483509204357798
1,1,8,0.5164469850523351,4.476899960589845,0.555315150100939,1.8366519946249371,0.10005951659278423,0.40383445499402815,2.6474906122006088,3.1155683432973125,2.005634152445394,10.748755546833394
1,1,8,2.06356231459355,3.9233765879131237,0.562801913410873,2.6938241787803867,1.8602119163361963,0.2091844863848713,2.551755044746988,0.2576596210272941,2.276990284871141,10.524991299862817
1,1,8,3.6285334268736964,0.9633572114589739,3.9165649724625733,4.323422261877594,2.973692828429668,3.529292778551774,4.491192525716505,3.106418625055552,4.215681913618739,8.598053530844034
